0, 1651079592118511, 1651079592118748, 237
1, 1651079592135825, 1651079592135989, 164
2, 1651079592148632, 1651079592148782, 150
3, 1651079592161410, 1651079592161558, 148
4, 1651079592174204, 1651079592174350, 146
5, 1651079592189052, 1651079592189200, 148
6, 1651079592201704, 1651079592201850, 146
7, 1651079592214326, 1651079592214471, 145
8, 1651079592226971, 1651079592227115, 144
9, 1651079592239678, 1651079592239822, 144
10, 1651079592252403, 1651079592252547, 144
11, 1651079592265184, 1651079592265343, 159
12, 1651079592277974, 1651079592278119, 145
13, 1651079592290772, 1651079592290919, 147
14, 1651079592303598, 1651079592303741, 143
15, 1651079592318536, 1651079592318679, 143
16, 1651079592331167, 1651079592331312, 145
17, 1651079592343824, 1651079592343968, 144
18, 1651079592356500, 1651079592356643, 143
19, 1651079592369200, 1651079592369353, 153
20, 1651079592381958, 1651079592382100, 142
21, 1651079592394705, 1651079592394849, 144
22, 1651079592407476, 1651079592407618, 142
23, 1651079592420224, 1651079592420367, 143
24, 1651079592433020, 1651079592433164, 144
25, 1651079592447902, 1651079592448047, 145
26, 1651079592460491, 1651079592460637, 146
27, 1651079592473102, 1651079592473259, 157
28, 1651079592485746, 1651079592485889, 143
29, 1651079592498427, 1651079592498571, 144
30, 1651079592511103, 1651079592511246, 143
31, 1651079592523804, 1651079592523949, 145
32, 1651079592536528, 1651079592536670, 142
33, 1651079592549301, 1651079592549443, 142
34, 1651079592562070, 1651079592562212, 142
35, 1651079592576933, 1651079592577074, 141
36, 1651079592589530, 1651079592589673, 143
37, 1651079592602138, 1651079592602281, 143
38, 1651079592614796, 1651079592614938, 142
39, 1651079592627451, 1651079592627594, 143
40, 1651079592640130, 1651079592640272, 142
41, 1651079592652828, 1651079592652969, 141
42, 1651079592665578, 1651079592665721, 143
43, 1651079592678324, 1651079592678466, 142
44, 1651079592691094, 1651079592691236, 142
45, 1651079592705957, 1651079592706099, 142
46, 1651079592718539, 1651079592718684, 145
47, 1651079592731186, 1651079592731329, 143
48, 1651079592743828, 1651079592743971, 143
49, 1651079592756487, 1651079592756670, 183
