0, 1651078927590292, 1651078927590571, 279
1, 1651078927615171, 1651078927616132, 961
2, 1651078927630420, 1651078927630523, 103
3, 1651078927647768, 1651078927647785, 17
4, 1651078927662695, 1651078927662798, 103
5, 1651078927676550, 1651078927676569, 19
6, 1651078927689164, 1651078927689181, 17
7, 1651078927701787, 1651078927701804, 17
8, 1651078927714431, 1651078927714449, 18
9, 1651078927727103, 1651078927727121, 18
10, 1651078927739807, 1651078927739907, 100
11, 1651078927753820, 1651078927753919, 99
12, 1651078927767915, 1651078927767934, 19
13, 1651078927780704, 1651078927780803, 99
14, 1651078927794842, 1651078927794860, 18
15, 1651078927807641, 1651078927807658, 17
16, 1651078927820458, 1651078927820475, 17
17, 1651078927833340, 1651078927833439, 99
18, 1651078927847665, 1651078927847765, 100
19, 1651078927865362, 1651078927865460, 98
20, 1651078927879371, 1651078927879468, 97
21, 1651078927893382, 1651078927893479, 97
22, 1651078927907441, 1651078927907459, 18
23, 1651078927923438, 1651078927923537, 99
24, 1651078927937411, 1651078927937430, 19
25, 1651078927950076, 1651078927950174, 98
26, 1651078927964101, 1651078927964117, 16
27, 1651078927976840, 1651078927976857, 17
28, 1651078927989567, 1651078927989584, 17
29, 1651078928002320, 1651078928002337, 17
30, 1651078928015078, 1651078928015177, 99
31, 1651078928029334, 1651078928029430, 96
32, 1651078928046976, 1651078928047076, 100
33, 1651078928060891, 1651078928061037, 146
34, 1651078928074976, 1651078928075115, 139
35, 1651078928089974, 1651078928090206, 232
36, 1651078928105159, 1651078928105389, 230
37, 1651078928120459, 1651078928120693, 234
38, 1651078928134588, 1651078928134786, 198
39, 1651078928148771, 1651078928148961, 190
40, 1651078928166171, 1651078928166278, 107
41, 1651078928180262, 1651078928180369, 107
42, 1651078928194375, 1651078928194482, 107
43, 1651078928211724, 1651078928211829, 105
44, 1651078928225766, 1651078928225954, 188
45, 1651078928239670, 1651078928239690, 20
46, 1651078928254926, 1651078928255033, 107
47, 1651078928269134, 1651078928269152, 18
48, 1651078928281941, 1651078928282047, 106
49, 1651078928299574, 1651078928299732, 158
50, 1651078928313598, 1651078928313616, 18
51, 1651078928326299, 1651078928326317, 18
52, 1651078928339016, 1651078928339123, 107
53, 1651078928353052, 1651078928353070, 18
54, 1651078928365841, 1651078928365947, 106
55, 1651078928379945, 1651078928380051, 106
56, 1651078928394094, 1651078928394202, 108
57, 1651078928408323, 1651078928408341, 18
58, 1651078928421200, 1651078928421217, 17
59, 1651078928434078, 1651078928434096, 18
60, 1651078928446976, 1651078928447162, 186
61, 1651078928461174, 1651078928482465, 21291
62, 1651078928489631, 1651078928489651, 20
63, 1651078928506609, 1651078928506624, 15
64, 1651078928521933, 1651078928521948, 15
65, 1651078928537295, 1651078928537311, 16
66, 1651078928552734, 1651078928552749, 15
67, 1651078928568276, 1651078928568291, 15
68, 1651078928583859, 1651078928583875, 16
69, 1651078928599553, 1651078928599568, 15
70, 1651078928617073, 1651078928617089, 16
71, 1651078928632530, 1651078928632554, 24
72, 1651078928651032, 1651078928651050, 18
73, 1651078928666336, 1651078928666353, 17
74, 1651078928681689, 1651078928681705, 16
75, 1651078928695712, 1651078928695729, 17
76, 1651078928709823, 1651078928709838, 15
77, 1651078928725400, 1651078928725415, 15
78, 1651078928743265, 1651078928743281, 16
79, 1651078928758533, 1651078928758549, 16
80, 1651078928772441, 1651078928772457, 16
81, 1651078928787727, 1651078928787744, 17
82, 1651078928803240, 1651078928803257, 17
83, 1651078928821895, 1651078928821910, 15
84, 1651078928837156, 1651078928837172, 16
85, 1651078928852550, 1651078928852567, 17
86, 1651078928867966, 1651078928867984, 18
87, 1651078928883483, 1651078928883498, 15
88, 1651078928902154, 1651078928902171, 17
89, 1651078928917451, 1651078928917469, 18
90, 1651078928932801, 1651078928932817, 16
91, 1651078928948254, 1651078928948270, 16
92, 1651078928963766, 1651078928963781, 15
93, 1651078928982441, 1651078928982459, 18
94, 1651078928997749, 1651078928997764, 15
95, 1651078929020934, 1651078929020950, 16
96, 1651078929039468, 1651078929039487, 19
97, 1651078929054626, 1651078929054641, 15
98, 1651078929069812, 1651078929069828, 16
99, 1651078929083670, 1651078929083686, 16
100, 1651078929100759, 1651078929100777, 18
101, 1651078929116873, 1651078929116919, 46
102, 1651078929131893, 1651078929131911, 18
103, 1651078929146964, 1651078929146979, 15
104, 1651078929165047, 1651078929165065, 18
105, 1651078929179896, 1651078929179911, 15
106, 1651078929193867, 1651078929193883, 16
107, 1651078929208869, 1651078929208885, 16
108, 1651078929222943, 1651078929222958, 15
109, 1651078929241385, 1651078929241403, 18
110, 1651078929255325, 1651078929255341, 16
111, 1651078929269279, 1651078929269295, 16
112, 1651078929284290, 1651078929284305, 15
113, 1651078929298341, 1651078929298356, 15
114, 1651078929313504, 1651078929313519, 15
115, 1651078929330950, 1651078929330966, 16
116, 1651078929345888, 1651078929345904, 16
117, 1651078929359921, 1651078929359937, 16
118, 1651078929375022, 1651078929375040, 18
119, 1651078929390172, 1651078929390191, 19
120, 1651078929407547, 1651078929407564, 17
121, 1651078929424636, 1651078929424747, 111
122, 1651078929438739, 1651078929438848, 109
123, 1651078929452858, 1651078929452927, 69
124, 1651078929466789, 1651078929466855, 66
125, 1651078929480787, 1651078929480921, 134
126, 1651078929494699, 1651078929494832, 133
127, 1651078929508682, 1651078929509914, 1232
128, 1651078929525649, 1651078929525786, 137
129, 1651078929539525, 1651078929539661, 136
130, 1651078929553419, 1651078929553553, 134
131, 1651078929567384, 1651078929567516, 132
132, 1651078929581364, 1651078929581428, 64
133, 1651078929595518, 1651078929595867, 349
134, 1651078929609252, 1651078929609315, 63
135, 1651078929623270, 1651078929623337, 67
136, 1651078929637304, 1651078929637437, 133
137, 1651078929651287, 1651078929651422, 135
138, 1651078929665312, 1651078929665375, 63
139, 1651078929679479, 1651078929679612, 133
140, 1651078929698775, 1651078929698842, 67
141, 1651078929713802, 1651078929713935, 133
142, 1651078929727616, 1651078929727750, 134
143, 1651078929741441, 1651078929741574, 133
144, 1651078929755343, 1651078929755535, 192
145, 1651078929772759, 1651078929773037, 278
