0, 1651079592118511, 1651079592118647, 136
1, 1651079592135825, 1651079592135902, 77
2, 1651079592148632, 1651079592148700, 68
3, 1651079592161410, 1651079592161476, 66
4, 1651079592174204, 1651079592174268, 64
5, 1651079592189052, 1651079592189120, 68
6, 1651079592201704, 1651079592201769, 65
7, 1651079592214326, 1651079592214391, 65
8, 1651079592226971, 1651079592227035, 64
9, 1651079592239678, 1651079592239742, 64
10, 1651079592252403, 1651079592252467, 64
11, 1651079592265184, 1651079592265262, 78
12, 1651079592277974, 1651079592278039, 65
13, 1651079592290772, 1651079592290839, 67
14, 1651079592303598, 1651079592303661, 63
15, 1651079592318536, 1651079592318600, 64
16, 1651079592331167, 1651079592331231, 64
17, 1651079592343824, 1651079592343889, 65
18, 1651079592356500, 1651079592356564, 64
19, 1651079592369200, 1651079592369274, 74
20, 1651079592381958, 1651079592382022, 64
21, 1651079592394705, 1651079592394770, 65
22, 1651079592407476, 1651079592407540, 64
23, 1651079592420224, 1651079592420287, 63
24, 1651079592433020, 1651079592433085, 65
25, 1651079592447902, 1651079592447967, 65
26, 1651079592460491, 1651079592460558, 67
27, 1651079592473102, 1651079592473166, 64
28, 1651079592485746, 1651079592485810, 64
29, 1651079592498427, 1651079592498491, 64
30, 1651079592511103, 1651079592511167, 64
31, 1651079592523804, 1651079592523869, 65
32, 1651079592536528, 1651079592536591, 63
33, 1651079592549301, 1651079592549366, 65
34, 1651079592562070, 1651079592562133, 63
35, 1651079592576933, 1651079592576996, 63
36, 1651079592589530, 1651079592589594, 64
37, 1651079592602138, 1651079592602202, 64
38, 1651079592614796, 1651079592614860, 64
39, 1651079592627451, 1651079592627515, 64
40, 1651079592640130, 1651079592640194, 64
41, 1651079592652828, 1651079592652891, 63
42, 1651079592665578, 1651079592665642, 64
43, 1651079592678324, 1651079592678388, 64
44, 1651079592691094, 1651079592691158, 64
45, 1651079592705957, 1651079592706020, 63
46, 1651079592718539, 1651079592718604, 65
47, 1651079592731186, 1651079592731250, 64
48, 1651079592743828, 1651079592743891, 63
49, 1651079592756487, 1651079592756582, 95
50, 1651079592769235, 1651079592769299, 64
51, 1651079592781973, 1651079592782036, 63
52, 1651079592794701, 1651079592794764, 63
53, 1651079592807453, 1651079592807516, 63
54, 1651079592820227, 1651079592820291, 64
55, 1651079592835098, 1651079592835161, 63
56, 1651079592847719, 1651079592847784, 65
57, 1651079592861652, 1651079592861717, 65
58, 1651079592875642, 1651079592875706, 64
59, 1651079592889710, 1651079592889774, 64
60, 1651079592903810, 1651079592903873, 63
61, 1651079592917960, 1651079592918024, 64
62, 1651079592934289, 1651079592934353, 64
63, 1651079592948184, 1651079592948248, 64
64, 1651079592962134, 1651079592962197, 63
65, 1651079592976168, 1651079592976232, 64
66, 1651079592990229, 1651079592990293, 64
