0, 1651079592118511, 1651079592118841, 330
1, 1651079592135825, 1651079592136058, 233
2, 1651079592148632, 1651079592148849, 217
3, 1651079592161410, 1651079592161624, 214
4, 1651079592174204, 1651079592174415, 211
5, 1651079592189052, 1651079592189283, 231
6, 1651079592201704, 1651079592201914, 210
7, 1651079592214326, 1651079592214535, 209
8, 1651079592226971, 1651079592227179, 208
9, 1651079592239678, 1651079592239885, 207
10, 1651079592252403, 1651079592252613, 210
11, 1651079592265184, 1651079592265407, 223
12, 1651079592277974, 1651079592278184, 210
13, 1651079592290772, 1651079592290983, 211
14, 1651079592303598, 1651079592303804, 206
15, 1651079592318536, 1651079592318743, 207
16, 1651079592331167, 1651079592331376, 209
17, 1651079592343824, 1651079592344030, 206
18, 1651079592356500, 1651079592356706, 206
19, 1651079592369200, 1651079592369416, 216
20, 1651079592381958, 1651079592382164, 206
21, 1651079592394705, 1651079592394912, 207
22, 1651079592407476, 1651079592407681, 205
23, 1651079592420224, 1651079592420430, 206
24, 1651079592433020, 1651079592433239, 219
25, 1651079592447902, 1651079592448110, 208
26, 1651079592460491, 1651079592460701, 210
27, 1651079592473102, 1651079592473324, 222
28, 1651079592485746, 1651079592485952, 206
29, 1651079592498427, 1651079592498635, 208
30, 1651079592511103, 1651079592511309, 206
31, 1651079592523804, 1651079592524012, 208
32, 1651079592536528, 1651079592536733, 205
33, 1651079592549301, 1651079592549507, 206
34, 1651079592562070, 1651079592562275, 205
35, 1651079592576933, 1651079592577137, 204
36, 1651079592589530, 1651079592589736, 206
37, 1651079592602138, 1651079592602344, 206
38, 1651079592614796, 1651079592615002, 206
39, 1651079592627451, 1651079592627658, 207
40, 1651079592640130, 1651079592640335, 205
41, 1651079592652828, 1651079592653033, 205
42, 1651079592665578, 1651079592665785, 207
43, 1651079592678324, 1651079592678529, 205
44, 1651079592691094, 1651079592691299, 205
45, 1651079592705957, 1651079592706162, 205
46, 1651079592718539, 1651079592718747, 208
47, 1651079592731186, 1651079592731393, 207
48, 1651079592743828, 1651079592744034, 206
49, 1651079592756487, 1651079592756740, 253
50, 1651079592769235, 1651079592769442, 207
51, 1651079592781973, 1651079592782179, 206
52, 1651079592794701, 1651079592794905, 204
53, 1651079592807453, 1651079592807658, 205
54, 1651079592820227, 1651079592820432, 205
55, 1651079592835098, 1651079592835304, 206
56, 1651079592847719, 1651079592847864, 145
57, 1651079592861652, 1651079592861796, 144
58, 1651079592875642, 1651079592875784, 142
59, 1651079592889710, 1651079592889853, 143
60, 1651079592903810, 1651079592903951, 141
61, 1651079592917960, 1651079592918103, 143
62, 1651079592934289, 1651079592934431, 142
63, 1651079592948184, 1651079592948327, 143
64, 1651079592962134, 1651079592962276, 142
65, 1651079592976168, 1651079592976312, 144
66, 1651079592990229, 1651079592990373, 144
67, 1651079593004347, 1651079593004489, 142
